action_queue_id,month_id,period_start,period_end,outlet_id,outlet_name,action_type,action_theme,management_signal,recommended_action,revenue_impact_direction,team_impact_direction,execution_priority_score,manager_note,action_priority_rank,execution_priority
MAQ_02029,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_001,Valletta,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,48.403538642543495,balanced commercial and operational conditions with manageable managerial control needs,1,normal
MAQ_02030,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_003,St Julians,outlet_management,leakage_control,demand_leakage_or_scheduling_inefficiency,"tighten booking conversion, shift design, and channel-demand matching",recoverable_upside,neutral,47.577538573581094,commercial demand is leaking through scheduling inefficiency or weak booking conversion discipline,2,normal
MAQ_02031,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_002,Sliema,outlet_management,leakage_control,demand_leakage_or_scheduling_inefficiency,"tighten booking conversion, shift design, and channel-demand matching",recoverable_upside,neutral,32.22516720891761,commercial demand is leaking through scheduling inefficiency or weak booking conversion discipline,3,normal
MAQ_02032,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_001,Valletta,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,26.292186847058822,therapist performance pattern is stable with manageable coaching need,4,normal
MAQ_02033,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_003,St Julians,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,26.14272691764706,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",5,normal
MAQ_02034,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,25.516469382247625,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",6,normal
MAQ_02035,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_002,Sliema,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,25.43147891764706,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",7,normal
MAQ_02036,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,24.7051713141535,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",8,normal
MAQ_02037,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,24.407655329065513,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",9,normal
MAQ_02038,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_001,Valletta,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,23.354329082352937,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",10,normal
MAQ_02039,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_003,St Julians,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,23.16794171764706,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",11,normal
MAQ_02040,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_002,Sliema,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,22.47245665882353,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",12,normal
MAQ_02041,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,21.88046938224762,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",13,normal
MAQ_02042,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,21.83996938224762,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",14,normal
MAQ_02043,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,21.5236713141535,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",15,normal
MAQ_02044,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,21.293655329065512,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",16,normal
MAQ_02045,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,20.641155329065512,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",17,normal
MAQ_02046,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,20.341469382247624,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",18,normal
MAQ_02047,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,19.783469382247624,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",19,normal
MAQ_02048,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,19.615671314153502,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",20,normal
MAQ_02049,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,19.5616713141535,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",21,normal
MAQ_02050,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,19.534155329065513,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",22,normal
MAQ_02051,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,19.490969382247624,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",23,normal
MAQ_02052,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,19.112969382247627,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",24,normal
MAQ_02053,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,19.094969382247626,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",25,normal
MAQ_02054,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,18.931671314153505,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",26,normal
MAQ_02055,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,18.521655329065513,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",27,normal
MAQ_02056,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,18.504171314153503,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",28,normal
MAQ_02057,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,18.445671314153497,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",29,normal
MAQ_02058,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,18.44065532906551,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",30,normal
MAQ_02059,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,18.38215532906551,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",31,normal
MAQ_02060,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,18.323655329065513,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",32,normal
MAQ_02061,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,17.9236713141535,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",33,normal
MAQ_02062,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.636969382247628,treatment line can support commercial push without materially raising team strain,34,normal
MAQ_02063,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.789155329065515,treatment line can support commercial push without materially raising team strain,35,normal
MAQ_02064,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.461171314153496,treatment line can support commercial push without materially raising team strain,36,normal
MAQ_02065,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.26446938224763,treatment line can support commercial push without materially raising team strain,37,normal
MAQ_02066,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.592155329065513,treatment line can support commercial push without materially raising team strain,38,normal
MAQ_02067,2021-05,2021-05-01,2021-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.160671314153499,treatment line can support commercial push without materially raising team strain,39,normal
MAQ_02068,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_002,Sliema,outlet_management,leakage_control,demand_leakage_or_scheduling_inefficiency,"tighten booking conversion, shift design, and channel-demand matching",recoverable_upside,neutral,32.788289002737194,commercial demand is leaking through scheduling inefficiency or weak booking conversion discipline,1,normal
MAQ_02069,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_001,Valletta,outlet_management,leakage_control,demand_leakage_or_scheduling_inefficiency,"tighten booking conversion, shift design, and channel-demand matching",recoverable_upside,neutral,32.23822337464223,commercial demand is leaking through scheduling inefficiency or weak booking conversion discipline,2,normal
MAQ_02070,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_003,St Julians,outlet_management,leakage_control,demand_leakage_or_scheduling_inefficiency,"tighten booking conversion, shift design, and channel-demand matching",recoverable_upside,neutral,31.731244004006847,commercial demand is leaking through scheduling inefficiency or weak booking conversion discipline,3,normal
MAQ_02071,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,25.15464368607684,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",4,normal
MAQ_02072,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,25.064653224413743,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",5,normal
MAQ_02073,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,24.82000449430901,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",6,normal
MAQ_02074,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_002,Sliema,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,24.208655176470586,therapist performance pattern is stable with manageable coaching need,7,normal
MAQ_02075,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_001,Valletta,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,24.0271892,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",8,normal
MAQ_02076,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_002,Sliema,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,23.62512131764706,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",9,normal
MAQ_02077,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_003,St Julians,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,23.443698917647062,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",10,normal
MAQ_02078,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_001,Valletta,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,22.768817435294118,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",11,normal
MAQ_02079,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,22.045143686076845,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",12,normal
MAQ_02080,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,21.712153224413743,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",13,normal
MAQ_02081,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_003,St Julians,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,21.46654251764706,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",14,normal
MAQ_02082,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,21.373004494309008,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",15,normal
MAQ_02083,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,20.83915322441375,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",16,normal
MAQ_02084,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,20.515143686076843,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",17,normal
MAQ_02085,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,20.081504494309016,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",18,normal
MAQ_02086,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,19.957153224413744,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",19,normal
MAQ_02087,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,19.834004494309006,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",20,normal
MAQ_02088,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,19.498143686076848,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",21,normal
MAQ_02089,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,19.420004494309012,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",22,normal
MAQ_02090,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,19.13815322441375,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",23,normal
MAQ_02091,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,19.016643686076844,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",24,normal
MAQ_02092,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,19.00150449430901,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",25,normal
MAQ_02093,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,18.83050449430901,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",26,normal
MAQ_02094,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,18.800653224413747,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",27,normal
MAQ_02095,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,18.742153224413745,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",28,normal
MAQ_02096,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,18.733143686076847,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",29,normal
MAQ_02097,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,18.530643686076843,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",30,normal
MAQ_02098,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,18.51264368607685,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",31,normal
MAQ_02099,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.03400449430901,treatment line can support commercial push without materially raising team strain,32,normal
MAQ_02100,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,17.594653224413744,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",33,normal
MAQ_02101,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.435504494309008,treatment line can support commercial push without materially raising team strain,34,normal
MAQ_02102,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.622643686076845,treatment line can support commercial push without materially raising team strain,35,normal
MAQ_02103,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.334653224413746,treatment line can support commercial push without materially raising team strain,36,normal
MAQ_02104,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.461643686076847,treatment line can support commercial push without materially raising team strain,37,normal
MAQ_02105,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.11350449430901,treatment line can support commercial push without materially raising team strain,38,normal
MAQ_02106,2021-06,2021-06-01,2021-06-30,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,14.723653224413745,treatment line can support commercial push without materially raising team strain,39,normal
MAQ_02107,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_003,St Julians,outlet_management,leakage_control,demand_leakage_or_scheduling_inefficiency,"tighten booking conversion, shift design, and channel-demand matching",recoverable_upside,neutral,47.74934633199092,commercial demand is leaking through scheduling inefficiency or weak booking conversion discipline,1,normal
MAQ_02108,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_001,Valletta,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,33.28859913082968,balanced commercial and operational conditions with manageable managerial control needs,2,normal
MAQ_02109,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_002,Sliema,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,32.299758353843686,balanced commercial and operational conditions with manageable managerial control needs,3,normal
MAQ_02110,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_001,Valletta,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,27.817432164705885,therapist performance pattern is stable with manageable coaching need,4,normal
MAQ_02111,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_003,St Julians,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,25.82081771764706,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",5,normal
MAQ_02112,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,25.707164370335274,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",6,normal
MAQ_02113,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,24.45474239373934,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",7,normal
MAQ_02114,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,24.344653049482293,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",8,normal
MAQ_02115,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_002,Sliema,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,24.13654211764706,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",9,normal
MAQ_02116,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_003,St Julians,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,23.158181717647057,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",10,normal
MAQ_02117,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_002,Sliema,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,22.952692870588237,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",11,normal
MAQ_02118,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,22.494164370335277,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",12,normal
MAQ_02119,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_001,Valletta,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,21.73401214117647,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",13,normal
MAQ_02120,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,21.29365304948229,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",14,normal
MAQ_02121,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,21.291242393739342,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",15,normal
MAQ_02122,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,20.76616437033527,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",16,normal
MAQ_02123,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,20.425153049482297,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",17,normal
MAQ_02124,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,20.194664370335275,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",18,normal
MAQ_02125,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,19.879664370335274,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",19,normal
MAQ_02126,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,19.843664370335272,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",20,normal
MAQ_02127,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_002,Sliema,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,19.77924239373934,maintain and monitor treatment line performance within current operating rhythm,21,normal
MAQ_02128,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,19.624153049482295,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",22,normal
MAQ_02129,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,19.434164370335274,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",23,normal
MAQ_02130,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,19.24824239373934,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",24,normal
MAQ_02131,2021-07,2021-07-01,2021-07-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,18.904153049482293,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",25,normal
