outlet_name,zone_name,month_id,year,month_num,seasonality_factor,regime_factor,demand_index_0_100,yield_index_0_100,team_pressure_risk_0_100,expected_story_label,managerial_risk_hint
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2021-04,2021,4,1.02,0.58,46.3,59.0,45.0,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2021-05,2021,5,1.1,0.58,50.7,59.0,48.1,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2021-06,2021,6,1.18,0.58,55.0,60.0,51.2,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2021-07,2021,7,1.3,0.58,61.5,60.0,55.8,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2021-08,2021,8,1.34,0.58,63.7,57.0,57.4,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2021-09,2021,9,1.22,0.58,57.2,59.0,52.8,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2021-10,2021,10,1.08,0.58,49.6,59.0,47.3,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2021-11,2021,11,0.95,0.58,42.5,59.0,42.3,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2021-12,2021,12,1.0,0.58,45.2,59.0,44.2,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2022-01,2022,1,0.86,0.78,50.6,62.0,54.1,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2022-02,2022,2,0.84,0.78,49.2,62.0,53.1,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2022-03,2022,3,0.92,0.78,55.0,62.0,57.2,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2022-04,2022,4,1.02,0.78,62.3,62.0,62.4,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2022-05,2022,5,1.1,0.78,68.1,62.0,66.5,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2022-06,2022,6,1.18,0.78,74.0,63.0,70.7,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2022-07,2022,7,1.3,0.78,82.7,63.0,76.9,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2022-08,2022,8,1.34,0.78,85.7,60.0,79.1,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2022-09,2022,9,1.22,0.78,76.9,62.0,72.8,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2022-10,2022,10,1.08,0.78,66.7,62.0,65.5,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2022-11,2022,11,0.95,0.78,57.2,62.0,58.8,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2022-12,2022,12,1.0,0.78,60.8,62.0,61.3,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2023-01,2023,1,0.86,0.92,59.7,65.0,64.5,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2023-02,2023,2,0.84,0.92,58.0,65.0,63.3,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2023-03,2023,3,0.92,0.92,64.9,65.0,68.2,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2023-04,2023,4,1.02,0.92,73.5,65.0,74.4,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2023-05,2023,5,1.1,0.92,80.4,65.0,79.3,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2023-06,2023,6,1.18,0.92,87.3,66.0,84.2,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2023-07,2023,7,1.3,0.92,97.6,66.0,91.5,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2023-08,2023,8,1.34,0.92,100.0,63.0,93.2,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2023-09,2023,9,1.22,0.92,90.7,65.0,86.6,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2023-10,2023,10,1.08,0.92,78.6,65.0,78.0,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2023-11,2023,11,0.95,0.92,67.5,65.0,70.1,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2023-12,2023,12,1.0,0.92,71.8,65.0,73.2,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2024-01,2024,1,0.86,1.02,66.2,67.0,71.2,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2024-02,2024,2,0.84,1.02,64.3,67.0,69.8,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2024-03,2024,3,0.92,1.02,71.9,67.0,75.2,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2024-04,2024,4,1.02,1.02,81.5,67.0,82.1,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2024-05,2024,5,1.1,1.02,89.1,67.0,87.5,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2024-06,2024,6,1.18,1.02,96.7,68.0,92.9,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2024-07,2024,7,1.3,1.02,100.0,68.0,95.2,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2024-08,2024,8,1.34,1.02,100.0,65.0,95.2,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2024-09,2024,9,1.22,1.02,100.0,67.0,95.2,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2024-10,2024,10,1.08,1.02,87.2,67.0,86.1,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2024-11,2024,11,0.95,1.02,74.8,67.0,77.3,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2024-12,2024,12,1.0,1.02,79.6,67.0,80.7,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2025-01,2025,1,0.86,1.08,70.1,69.0,75.9,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2025-02,2025,2,0.84,1.08,68.1,69.0,74.5,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2025-03,2025,3,0.92,1.08,76.2,69.0,80.3,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2025-04,2025,4,1.02,1.08,86.3,69.0,87.5,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2025-05,2025,5,1.1,1.08,94.3,69.0,93.2,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2025-06,2025,6,1.18,1.08,100.0,70.0,97.2,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2025-07,2025,7,1.3,1.08,100.0,70.0,97.2,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2025-08,2025,8,1.34,1.08,100.0,67.0,97.2,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2025-09,2025,9,1.22,1.08,100.0,69.0,97.2,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2025-10,2025,10,1.08,1.08,92.3,69.0,91.8,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2025-11,2025,11,0.95,1.08,79.2,69.0,82.4,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2025-12,2025,12,1.0,1.08,84.2,69.0,86.0,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Sliema / Balluta Spa,Sliema / Balluta,2017-01,2017,1,0.86,0.92,66.5,82.0,52.4,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2017-02,2017,2,0.84,0.92,65.2,82.0,51.8,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2017-03,2017,3,0.92,0.92,70.3,82.0,54.3,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2017-04,2017,4,1.02,0.92,76.7,82.0,57.4,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2017-05,2017,5,1.1,0.92,81.9,82.0,59.9,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2017-06,2017,6,1.18,0.92,87.0,87.0,62.4,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2017-07,2017,7,1.3,0.92,94.7,87.0,66.2,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2017-08,2017,8,1.34,0.92,97.2,87.0,67.4,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2017-09,2017,9,1.22,0.92,89.5,87.0,63.6,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2017-10,2017,10,1.08,0.92,80.6,82.0,59.3,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2017-11,2017,11,0.95,0.92,72.2,82.0,55.2,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2017-12,2017,12,1.0,0.92,75.4,82.0,56.8,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2018-01,2018,1,0.86,0.96,69.4,83.0,54.8,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2018-02,2018,2,0.84,0.96,68.0,83.0,54.2,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2018-03,2018,3,0.92,0.96,73.4,83.0,56.8,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2018-04,2018,4,1.02,0.96,80.1,83.0,60.0,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2018-05,2018,5,1.1,0.96,85.4,83.0,62.6,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2018-06,2018,6,1.18,0.96,90.8,88.0,65.3,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2018-07,2018,7,1.3,0.96,98.8,88.0,69.2,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2018-08,2018,8,1.34,0.96,100.0,88.0,69.8,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2018-09,2018,9,1.22,0.96,93.4,88.0,66.5,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2018-10,2018,10,1.08,0.96,84.1,83.0,62.0,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2018-11,2018,11,0.95,0.96,75.4,83.0,57.8,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2018-12,2018,12,1.0,0.96,78.7,83.0,59.4,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2019-01,2019,1,0.86,1.0,72.2,84.0,57.2,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2019-02,2019,2,0.84,1.0,70.8,84.0,56.5,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2019-03,2019,3,0.92,1.0,76.4,84.0,59.2,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2019-04,2019,4,1.02,1.0,83.4,84.0,62.7,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2019-05,2019,5,1.1,1.0,89.0,84.0,65.4,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2019-06,2019,6,1.18,1.0,94.5,89.0,68.1,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2019-07,2019,7,1.3,1.0,100.0,89.0,70.8,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2019-08,2019,8,1.34,1.0,100.0,89.0,70.8,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2019-09,2019,9,1.22,1.0,97.3,89.0,69.4,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2019-10,2019,10,1.08,1.0,87.6,84.0,64.7,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2019-11,2019,11,0.95,1.0,78.5,84.0,60.3,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2019-12,2019,12,1.0,1.0,82.0,84.0,62.0,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2020-01,2020,1,0.86,0.42,30.3,76.0,22.8,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2020-02,2020,2,0.84,0.42,29.8,76.0,22.5,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2020-03,2020,3,0.92,0.42,32.1,76.0,23.6,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2020-04,2020,4,1.02,0.42,35.0,76.0,25.1,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2020-05,2020,5,1.1,0.42,37.4,76.0,26.2,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2020-06,2020,6,1.18,0.42,39.7,81.0,27.4,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2020-07,2020,7,1.3,0.42,43.2,81.0,29.1,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2020-08,2020,8,1.34,0.42,44.4,81.0,29.6,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2020-09,2020,9,1.22,0.42,40.9,81.0,27.9,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2020-10,2020,10,1.08,0.42,36.8,76.0,25.9,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2020-11,2020,11,0.95,0.42,33.0,76.0,24.1,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2020-12,2020,12,1.0,0.42,34.4,76.0,24.8,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2021-01,2021,1,0.86,0.58,41.9,79.0,32.4,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2021-02,2021,2,0.84,0.58,41.1,79.0,32.0,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2021-03,2021,3,0.92,0.58,44.3,79.0,33.6,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2021-04,2021,4,1.02,0.58,48.4,79.0,35.6,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2021-05,2021,5,1.1,0.58,51.6,79.0,37.2,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2021-06,2021,6,1.18,0.58,54.8,84.0,38.7,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2021-07,2021,7,1.3,0.58,59.7,84.0,41.1,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2021-08,2021,8,1.34,0.58,61.3,84.0,41.9,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2021-09,2021,9,1.22,0.58,56.5,84.0,39.5,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2021-10,2021,10,1.08,0.58,50.8,79.0,36.8,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2021-11,2021,11,0.95,0.58,45.5,79.0,34.2,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2021-12,2021,12,1.0,0.58,47.6,79.0,35.2,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2022-01,2022,1,0.86,0.78,56.3,82.0,45.4,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2022-02,2022,2,0.84,0.78,55.3,82.0,45.0,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2022-03,2022,3,0.92,0.78,59.6,82.0,47.1,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2022-04,2022,4,1.02,0.78,65.0,82.0,49.7,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2022-05,2022,5,1.1,0.78,69.4,82.0,51.8,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2022-06,2022,6,1.18,0.78,73.7,87.0,53.9,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2022-07,2022,7,1.3,0.78,80.3,87.0,57.1,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2022-08,2022,8,1.34,0.78,82.4,87.0,58.2,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2022-09,2022,9,1.22,0.78,75.9,87.0,55.0,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2022-10,2022,10,1.08,0.78,68.3,82.0,51.3,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2022-11,2022,11,0.95,0.78,61.2,82.0,47.8,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2022-12,2022,12,1.0,0.78,64.0,82.0,49.2,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2023-01,2023,1,0.86,0.92,66.5,85.0,54.4,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2023-02,2023,2,0.84,0.92,65.2,85.0,53.8,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2023-03,2023,3,0.92,0.92,70.3,85.0,56.3,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2023-04,2023,4,1.02,0.92,76.7,85.0,59.4,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2023-05,2023,5,1.1,0.92,81.9,85.0,61.9,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2023-06,2023,6,1.18,0.92,87.0,90.0,64.4,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2023-07,2023,7,1.3,0.92,94.7,90.0,68.2,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2023-08,2023,8,1.34,0.92,97.2,90.0,69.4,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2023-09,2023,9,1.22,0.92,89.5,90.0,65.6,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2023-10,2023,10,1.08,0.92,80.6,85.0,61.3,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2023-11,2023,11,0.95,0.92,72.2,85.0,57.2,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2023-12,2023,12,1.0,0.92,75.4,85.0,58.8,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2024-01,2024,1,0.86,1.02,73.7,87.0,59.9,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2024-02,2024,2,0.84,1.02,72.3,87.0,59.2,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2024-03,2024,3,0.92,1.02,78.0,87.0,62.0,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2024-04,2024,4,1.02,1.02,85.1,87.0,65.5,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2024-05,2024,5,1.1,1.02,90.7,87.0,68.2,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2024-06,2024,6,1.18,1.02,96.4,92.0,71.0,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2024-07,2024,7,1.3,1.02,100.0,92.0,72.8,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2024-08,2024,8,1.34,1.02,100.0,92.0,72.8,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2024-09,2024,9,1.22,1.02,99.3,92.0,72.4,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2024-10,2024,10,1.08,1.02,89.3,87.0,67.5,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2024-11,2024,11,0.95,1.02,80.1,87.0,63.0,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2024-12,2024,12,1.0,1.02,83.6,87.0,64.8,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2025-01,2025,1,0.86,1.08,78.0,89.0,64.0,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2025-02,2025,2,0.84,1.08,76.5,89.0,63.3,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2025-03,2025,3,0.92,1.08,82.5,89.0,66.2,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2025-04,2025,4,1.02,1.08,90.1,89.0,69.9,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2025-05,2025,5,1.1,1.08,96.1,89.0,72.8,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2025-06,2025,6,1.18,1.08,100.0,94.0,74.8,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2025-07,2025,7,1.3,1.08,100.0,94.0,74.8,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2025-08,2025,8,1.34,1.08,100.0,94.0,74.8,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2025-09,2025,9,1.22,1.08,100.0,94.0,74.8,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2025-10,2025,10,1.08,1.08,94.6,89.0,72.1,mixed / monitor,Monitor trend direction before major repositioning.
Sliema / Balluta Spa,Sliema / Balluta,2025-11,2025,11,0.95,1.08,84.8,89.0,67.3,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Sliema / Balluta Spa,Sliema / Balluta,2025-12,2025,12,1.0,1.08,88.6,89.0,69.2,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2017-01,2017,1,0.86,0.92,69.6,70.0,64.4,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2017-02,2017,2,0.84,0.92,68.0,70.0,63.3,mixed / monitor,Monitor trend direction before major repositioning.
