management_signal_id,outlet_id,outlet_name,market_context,period_type,period_start,period_end,year,month,month_id,market_regime,regime_label,event_flag,market_note,period_regime_impact_note,managerial_interpretation,profitability_pressure_flag,overall_management_signal_score_0_100,overall_management_signal_band,primary_management_priority,secondary_management_priority,total_revenue_eur,utilization_percent,yield_eur_per_sold_hour,revpath_eur_per_available_hour,avg_treatment_health_score,avg_therapist_consistency_score,high_priority_conflict_count,burnout_risk_case_count,leakage_risk_case_count,manager_action_1,manager_action_2,manager_action_3,outlet_rank_within_period,managerial_focus_area,management_status_note,storyline_note,review_escalation_flag,executive_watchlist_flag,score_confidence_level,status
MSL_00165,MLT_OUTLET_002,Sliema,Malta,monthly,2021-09-01,2021-09-30,2021,9,2021-09,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,64.67,watchlist,commercial_growth,leakage_control,21679.56,53.508,65.47,35.062,68.635,66.11500000000001,0,0,10,push pricing discipline and upsell,tighten booking confirmation and cancellation control,review outlet scorecard and conflict patterns weekly,1.0,Revenue growth and pricing/yield opportunity,Outlet needs focused intervention on priority KPI signals.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",no,no,low,scaffold_generated
MSL_00166,MLT_OUTLET_002,Sliema,Malta,monthly,2021-10-01,2021-10-31,2021,10,2021-10,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,53.2,watchlist,team_sustainability,leakage_control,20467.93,52.432,64.946,33.959,68.40299999999999,66.48,0,10,10,rebalance roster and protect therapist recovery,tighten booking confirmation and cancellation control,review outlet scorecard and conflict patterns weekly,2.0,Team sustainability and staffing control,Outlet needs focused intervention on priority KPI signals.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",no,no,low,scaffold_generated
MSL_00167,MLT_OUTLET_002,Sliema,Malta,monthly,2021-11-01,2021-11-30,2021,11,2021-11,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,53.17,watchlist,team_sustainability,leakage_control,20057.72,51.361,66.257,34.033,68.22,65.965,0,10,10,rebalance roster and protect therapist recovery,tighten booking confirmation and cancellation control,review outlet scorecard and conflict patterns weekly,3.0,Team sustainability and staffing control,Outlet needs focused intervention on priority KPI signals.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",no,no,low,scaffold_generated
MSL_00168,MLT_OUTLET_002,Sliema,Malta,monthly,2021-12-01,2021-12-31,2021,12,2021-12,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,63.98,watchlist,commercial_growth,leakage_control,22726.51,54.64300000000001,65.692,35.908,68.96000000000001,68.64,0,0,10,push pricing discipline and upsell,tighten booking confirmation and cancellation control,review outlet scorecard and conflict patterns weekly,1.0,Revenue growth and pricing/yield opportunity,Outlet needs focused intervention on priority KPI signals.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",no,no,low,scaffold_generated
MSL_00169,MLT_OUTLET_002,Sliema,Malta,monthly,2022-01-01,2022-01-31,2022,1,2022-01,rebound_growth,Rebound Growth,rebound_with_cost_pressure,"Demand rebounds strongly, but cost pressure and operational strain can emerge during the catch-up phase.",Strong rebound: push monetization carefully while preventing burnout and execution slippage.,Demand recovery does not automatically mean profit recovery; protect labor efficiency and guest quality.,yes,76.8,stable,commercial_growth,yield_optimization,25178.67,56.435,67.788,38.208,72.114,72.19999999999999,4,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,1.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00170,MLT_OUTLET_002,Sliema,Malta,monthly,2022-02-01,2022-02-28,2022,2,2022-02,rebound_growth,Rebound Growth,rebound_with_cost_pressure,"Demand rebounds strongly, but cost pressure and operational strain can emerge during the catch-up phase.",Strong rebound: push monetization carefully while preventing burnout and execution slippage.,Demand recovery does not automatically mean profit recovery; protect labor efficiency and guest quality.,yes,75.8,stable,commercial_growth,yield_optimization,25593.92,56.884,67.71000000000001,38.415,72.07300000000001,71.42,4,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,2.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00171,MLT_OUTLET_002,Sliema,Malta,monthly,2022-03-01,2022-03-31,2022,3,2022-03,rebound_growth,Rebound Growth,rebound_with_cost_pressure,"Demand rebounds strongly, but cost pressure and operational strain can emerge during the catch-up phase.",Strong rebound: push monetization carefully while preventing burnout and execution slippage.,Demand recovery does not automatically mean profit recovery; protect labor efficiency and guest quality.,yes,76.05,stable,commercial_growth,yield_optimization,26202.91,57.711,66.819,38.536,72.039,72.18,5,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,2.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00172,MLT_OUTLET_002,Sliema,Malta,monthly,2022-04-01,2022-04-30,2022,4,2022-04,rebound_growth,Rebound Growth,rebound_with_cost_pressure,"Demand rebounds strongly, but cost pressure and operational strain can emerge during the catch-up phase.",Strong rebound: push monetization carefully while preventing burnout and execution slippage.,Demand recovery does not automatically mean profit recovery; protect labor efficiency and guest quality.,yes,76.36,stable,commercial_growth,yield_optimization,27247.21,58.207,68.023,39.549,72.483,71.72,5,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,2.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00173,MLT_OUTLET_002,Sliema,Malta,monthly,2022-05-01,2022-05-31,2022,5,2022-05,rebound_growth,Rebound Growth,rebound_with_cost_pressure,"Demand rebounds strongly, but cost pressure and operational strain can emerge during the catch-up phase.",Strong rebound: push monetization carefully while preventing burnout and execution slippage.,Demand recovery does not automatically mean profit recovery; protect labor efficiency and guest quality.,yes,77.56,stable,commercial_growth,yield_optimization,28032.2,59.081,67.69,39.929,72.759,72.675,4,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,1.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00174,MLT_OUTLET_002,Sliema,Malta,monthly,2022-06-01,2022-06-30,2022,6,2022-06,rebound_growth,Rebound Growth,rebound_with_cost_pressure,"Demand rebounds strongly, but cost pressure and operational strain can emerge during the catch-up phase.",Strong rebound: push monetization carefully while preventing burnout and execution slippage.,Demand recovery does not automatically mean profit recovery; protect labor efficiency and guest quality.,yes,76.19,stable,commercial_growth,yield_optimization,28788.14,59.684000000000005,67.65299999999999,40.311,72.476,73.05000000000001,4,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,3.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00175,MLT_OUTLET_002,Sliema,Malta,monthly,2022-07-01,2022-07-31,2022,7,2022-07,rebound_growth,Rebound Growth,rebound_with_cost_pressure,"Demand rebounds strongly, but cost pressure and operational strain can emerge during the catch-up phase.",Strong rebound: push monetization carefully while preventing burnout and execution slippage.,Demand recovery does not automatically mean profit recovery; protect labor efficiency and guest quality.,yes,77.92,stable,commercial_growth,yield_optimization,30558.34,60.970000000000006,68.041,41.404,73.025,71.485,4,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,1.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00176,MLT_OUTLET_002,Sliema,Malta,monthly,2022-08-01,2022-08-31,2022,8,2022-08,rebound_growth,Rebound Growth,rebound_with_cost_pressure,"Demand rebounds strongly, but cost pressure and operational strain can emerge during the catch-up phase.",Strong rebound: push monetization carefully while preventing burnout and execution slippage.,Demand recovery does not automatically mean profit recovery; protect labor efficiency and guest quality.,yes,76.95,stable,commercial_growth,yield_optimization,31404.97,61.598,68.079,41.876,73.245,71.75,4,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,2.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00177,MLT_OUTLET_002,Sliema,Malta,monthly,2022-09-01,2022-09-30,2022,9,2022-09,rebound_growth,Rebound Growth,rebound_with_cost_pressure,"Demand rebounds strongly, but cost pressure and operational strain can emerge during the catch-up phase.",Strong rebound: push monetization carefully while preventing burnout and execution slippage.,Demand recovery does not automatically mean profit recovery; protect labor efficiency and guest quality.,yes,77.21,stable,commercial_growth,yield_optimization,28730.32,59.638,67.482,40.231,72.676,72.22999999999999,5,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,1.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00178,MLT_OUTLET_002,Sliema,Malta,monthly,2022-10-01,2022-10-31,2022,10,2022-10,rebound_growth,Rebound Growth,rebound_with_cost_pressure,"Demand rebounds strongly, but cost pressure and operational strain can emerge during the catch-up phase.",Strong rebound: push monetization carefully while preventing burnout and execution slippage.,Demand recovery does not automatically mean profit recovery; protect labor efficiency and guest quality.,yes,76.81,stable,commercial_growth,yield_optimization,27252.84,58.527,67.185,39.265,72.37899999999999,72.745,6,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,1.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00179,MLT_OUTLET_002,Sliema,Malta,monthly,2022-11-01,2022-11-30,2022,11,2022-11,rebound_growth,Rebound Growth,rebound_with_cost_pressure,"Demand rebounds strongly, but cost pressure and operational strain can emerge during the catch-up phase.",Strong rebound: push monetization carefully while preventing burnout and execution slippage.,Demand recovery does not automatically mean profit recovery; protect labor efficiency and guest quality.,yes,76.39,stable,commercial_growth,yield_optimization,26189.01,57.121,68.223,38.962,72.11,72.50999999999999,4,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,1.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00180,MLT_OUTLET_002,Sliema,Malta,monthly,2022-12-01,2022-12-31,2022,12,2022-12,rebound_growth,Rebound Growth,rebound_with_cost_pressure,"Demand rebounds strongly, but cost pressure and operational strain can emerge during the catch-up phase.",Strong rebound: push monetization carefully while preventing burnout and execution slippage.,Demand recovery does not automatically mean profit recovery; protect labor efficiency and guest quality.,yes,68.78,watchlist,team_sustainability,yield_optimization,30114.52,60.538,68.199,41.259,73.10900000000001,70.975,10,10,0,rebalance roster and protect therapist recovery,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,3.0,Team sustainability and staffing control,Outlet needs focused intervention on priority KPI signals.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00181,MLT_OUTLET_002,Sliema,Malta,monthly,2023-01-01,2023-01-31,2023,1,2023-01,macro_stress_normalization,Macro/Geopolitical Normalization Pressure,macro_geopolitical_pressure,"Demand normalizes, but inflation, geopolitical tension, and price sensitivity can still pressure margins.","Soft-normal market: focus retention, pricing discipline, and leakage prevention.",Demand may look better than profit reality due to cost pressure and value sensitivity.,yes,68.68,watchlist,commercial_growth,leakage_control,26464.0,57.711,67.318,38.864,71.494,72.1,4,0,4,push pricing discipline and upsell,tighten booking confirmation and cancellation control,review outlet scorecard and conflict patterns weekly,2.0,Revenue growth and pricing/yield opportunity,Outlet needs focused intervention on priority KPI signals.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00182,MLT_OUTLET_002,Sliema,Malta,monthly,2023-02-01,2023-02-28,2023,2,2023-02,macro_stress_normalization,Macro/Geopolitical Normalization Pressure,macro_geopolitical_pressure,"Demand normalizes, but inflation, geopolitical tension, and price sensitivity can still pressure margins.","Soft-normal market: focus retention, pricing discipline, and leakage prevention.",Demand may look better than profit reality due to cost pressure and value sensitivity.,yes,72.91,stable,commercial_growth,yield_optimization,27035.38,58.207,67.46700000000001,39.245,71.41900000000001,73.125,4,0,2,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,3.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00183,MLT_OUTLET_002,Sliema,Malta,monthly,2023-03-01,2023-03-31,2023,3,2023-03,macro_stress_normalization,Macro/Geopolitical Normalization Pressure,macro_geopolitical_pressure,"Demand normalizes, but inflation, geopolitical tension, and price sensitivity can still pressure margins.","Soft-normal market: focus retention, pricing discipline, and leakage prevention.",Demand may look better than profit reality due to cost pressure and value sensitivity.,yes,74.75,stable,commercial_growth,yield_optimization,28517.39,59.225,68.201,40.363,71.976,70.765,3,0,2,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,1.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00184,MLT_OUTLET_002,Sliema,Malta,monthly,2023-04-01,2023-04-30,2023,4,2023-04,macro_stress_normalization,Macro/Geopolitical Normalization Pressure,macro_geopolitical_pressure,"Demand normalizes, but inflation, geopolitical tension, and price sensitivity can still pressure margins.","Soft-normal market: focus retention, pricing discipline, and leakage prevention.",Demand may look better than profit reality due to cost pressure and value sensitivity.,yes,72.52,stable,commercial_growth,leakage_control,28955.06,59.684000000000005,67.78099999999999,40.456,71.83500000000001,72.105,4,0,3,push pricing discipline and upsell,tighten booking confirmation and cancellation control,review outlet scorecard and conflict patterns weekly,2.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00185,MLT_OUTLET_002,Sliema,Malta,monthly,2023-05-01,2023-05-31,2023,5,2023-05,macro_stress_normalization,Macro/Geopolitical Normalization Pressure,macro_geopolitical_pressure,"Demand normalizes, but inflation, geopolitical tension, and price sensitivity can still pressure margins.","Soft-normal market: focus retention, pricing discipline, and leakage prevention.",Demand may look better than profit reality due to cost pressure and value sensitivity.,yes,67.63,watchlist,commercial_growth,leakage_control,29736.18,60.538,67.43199999999999,40.765,72.061,72.33500000000001,2,0,5,push pricing discipline and upsell,tighten booking confirmation and cancellation control,review outlet scorecard and conflict patterns weekly,3.0,Revenue growth and pricing/yield opportunity,Outlet needs focused intervention on priority KPI signals.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00186,MLT_OUTLET_002,Sliema,Malta,monthly,2023-06-01,2023-06-30,2023,6,2023-06,macro_stress_normalization,Macro/Geopolitical Normalization Pressure,macro_geopolitical_pressure,"Demand normalizes, but inflation, geopolitical tension, and price sensitivity can still pressure margins.","Soft-normal market: focus retention, pricing discipline, and leakage prevention.",Demand may look better than profit reality due to cost pressure and value sensitivity.,yes,70.9,stable,commercial_growth,leakage_control,31195.38,61.447,68.092,41.775,72.32300000000001,71.215,3,0,4,push pricing discipline and upsell,tighten booking confirmation and cancellation control,review outlet scorecard and conflict patterns weekly,3.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00187,MLT_OUTLET_002,Sliema,Malta,monthly,2023-07-01,2023-07-31,2023,7,2023-07,macro_stress_normalization,Macro/Geopolitical Normalization Pressure,macro_geopolitical_pressure,"Demand normalizes, but inflation, geopolitical tension, and price sensitivity can still pressure margins.","Soft-normal market: focus retention, pricing discipline, and leakage prevention.",Demand may look better than profit reality due to cost pressure and value sensitivity.,yes,70.31,stable,commercial_growth,leakage_control,32799.38,62.446000000000005,68.537,42.748000000000005,72.524,72.74000000000001,2,0,5,push pricing discipline and upsell,tighten booking confirmation and cancellation control,review outlet scorecard and conflict patterns weekly,3.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00188,MLT_OUTLET_002,Sliema,Malta,monthly,2023-08-01,2023-08-31,2023,8,2023-08,macro_stress_normalization,Macro/Geopolitical Normalization Pressure,macro_geopolitical_pressure,"Demand normalizes, but inflation, geopolitical tension, and price sensitivity can still pressure margins.","Soft-normal market: focus retention, pricing discipline, and leakage prevention.",Demand may look better than profit reality due to cost pressure and value sensitivity.,yes,69.26,watchlist,commercial_growth,leakage_control,33239.06,63.089,67.4,42.493,72.378,73.075,1,0,5,push pricing discipline and upsell,tighten booking confirmation and cancellation control,review outlet scorecard and conflict patterns weekly,3.0,Revenue growth and pricing/yield opportunity,Outlet needs focused intervention on priority KPI signals.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",no,no,low,scaffold_generated
MSL_00189,MLT_OUTLET_002,Sliema,Malta,monthly,2023-09-01,2023-09-30,2023,9,2023-09,macro_stress_normalization,Macro/Geopolitical Normalization Pressure,macro_geopolitical_pressure,"Demand normalizes, but inflation, geopolitical tension, and price sensitivity can still pressure margins.","Soft-normal market: focus retention, pricing discipline, and leakage prevention.",Demand may look better than profit reality due to cost pressure and value sensitivity.,yes,71.54,stable,commercial_growth,leakage_control,30564.28,61.061,67.721,41.285,72.09,70.78,3,0,3,push pricing discipline and upsell,tighten booking confirmation and cancellation control,review outlet scorecard and conflict patterns weekly,1.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00190,MLT_OUTLET_002,Sliema,Malta,monthly,2023-10-01,2023-10-31,2023,10,2023-10,macro_stress_normalization,Macro/Geopolitical Normalization Pressure,macro_geopolitical_pressure,"Demand normalizes, but inflation, geopolitical tension, and price sensitivity can still pressure margins.","Soft-normal market: focus retention, pricing discipline, and leakage prevention.",Demand may look better than profit reality due to cost pressure and value sensitivity.,yes,72.21,stable,commercial_growth,leakage_control,29328.91,60.152,67.705,40.649,72.051,71.65,2,0,3,push pricing discipline and upsell,tighten booking confirmation and cancellation control,review outlet scorecard and conflict patterns weekly,1.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00191,MLT_OUTLET_002,Sliema,Malta,monthly,2023-11-01,2023-11-30,2023,11,2023-11,macro_stress_normalization,Macro/Geopolitical Normalization Pressure,macro_geopolitical_pressure,"Demand normalizes, but inflation, geopolitical tension, and price sensitivity can still pressure margins.","Soft-normal market: focus retention, pricing discipline, and leakage prevention.",Demand may look better than profit reality due to cost pressure and value sensitivity.,yes,74.86,stable,commercial_growth,yield_optimization,27869.27,58.753,68.157,39.986,71.876,72.555,5,0,1,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,1.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00192,MLT_OUTLET_002,Sliema,Malta,monthly,2023-12-01,2023-12-31,2023,12,2023-12,macro_stress_normalization,Macro/Geopolitical Normalization Pressure,macro_geopolitical_pressure,"Demand normalizes, but inflation, geopolitical tension, and price sensitivity can still pressure margins.","Soft-normal market: focus retention, pricing discipline, and leakage prevention.",Demand may look better than profit reality due to cost pressure and value sensitivity.,yes,68.64,watchlist,commercial_growth,leakage_control,32206.08,61.943000000000005,68.43199999999999,42.405,72.774,74.49000000000001,2,0,5,push pricing discipline and upsell,tighten booking confirmation and cancellation control,review outlet scorecard and conflict patterns weekly,2.0,Revenue growth and pricing/yield opportunity,Outlet needs focused intervention on priority KPI signals.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00193,MLT_OUTLET_002,Sliema,Malta,monthly,2024-01-01,2024-01-31,2024,1,2024-01,stable_recovery,Stable Recovery,normalized_growth,Market recovery becomes more stable with healthier demand patterns.,"Recovery stabilizing: improve yield, tighten standards, and grow more selectively.","Use stability to improve pricing architecture, team consistency, and guest lifetime value.",no,77.98,stable,commercial_growth,yield_optimization,30345.83,60.196000000000005,69.59299999999999,41.898,72.97999999999999,71.545,5,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,2.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,Market backdrop is more supportive; focus on disciplined growth and consistency.,yes,no,low,scaffold_generated
MSL_00194,MLT_OUTLET_002,Sliema,Malta,monthly,2024-02-01,2024-02-29,2024,2,2024-02,stable_recovery,Stable Recovery,normalized_growth,Market recovery becomes more stable with healthier demand patterns.,"Recovery stabilizing: improve yield, tighten standards, and grow more selectively.","Use stability to improve pricing architecture, team consistency, and guest lifetime value.",no,77.62,stable,commercial_growth,yield_optimization,31099.86,60.63199999999999,70.067,42.458,73.47200000000001,71.845,4,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,2.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,Market backdrop is more supportive; focus on disciplined growth and consistency.,yes,no,low,scaffold_generated
MSL_00195,MLT_OUTLET_002,Sliema,Malta,monthly,2024-03-01,2024-03-31,2024,3,2024-03,stable_recovery,Stable Recovery,normalized_growth,Market recovery becomes more stable with healthier demand patterns.,"Recovery stabilizing: improve yield, tighten standards, and grow more selectively.","Use stability to improve pricing architecture, team consistency, and guest lifetime value.",no,77.15,stable,commercial_growth,yield_optimization,31801.66,61.636,68.679,42.31,73.509,72.745,4,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,3.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,Market backdrop is more supportive; focus on disciplined growth and consistency.,yes,no,low,scaffold_generated
MSL_00196,MLT_OUTLET_002,Sliema,Malta,monthly,2024-04-01,2024-04-30,2024,4,2024-04,stable_recovery,Stable Recovery,normalized_growth,Market recovery becomes more stable with healthier demand patterns.,"Recovery stabilizing: improve yield, tighten standards, and grow more selectively.","Use stability to improve pricing architecture, team consistency, and guest lifetime value.",no,78.44,stable,commercial_growth,yield_optimization,32613.57,62.039,69.237,42.899,73.518,69.71,4,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,2.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,Market backdrop is more supportive; focus on disciplined growth and consistency.,yes,no,low,scaffold_generated
MSL_00197,MLT_OUTLET_002,Sliema,Malta,monthly,2024-05-01,2024-05-31,2024,5,2024-05,stable_recovery,Stable Recovery,normalized_growth,Market recovery becomes more stable with healthier demand patterns.,"Recovery stabilizing: improve yield, tighten standards, and grow more selectively.","Use stability to improve pricing architecture, team consistency, and guest lifetime value.",no,78.55,stable,commercial_growth,yield_optimization,33551.81,62.839,68.688,43.159000000000006,73.68299999999999,72.195,4,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,1.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,Market backdrop is more supportive; focus on disciplined growth and consistency.,yes,no,low,scaffold_generated
MSL_00198,MLT_OUTLET_002,Sliema,Malta,monthly,2024-06-01,2024-06-30,2024,6,2024-06,stable_recovery,Stable Recovery,normalized_growth,Market recovery becomes more stable with healthier demand patterns.,"Recovery stabilizing: improve yield, tighten standards, and grow more selectively.","Use stability to improve pricing architecture, team consistency, and guest lifetime value.",no,78.29,stable,commercial_growth,yield_optimization,35031.67,63.697,69.238,44.07899999999999,73.571,73.175,4,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,1.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,Market backdrop is more supportive; focus on disciplined growth and consistency.,yes,no,low,scaffold_generated
MSL_00199,MLT_OUTLET_002,Sliema,Malta,monthly,2024-07-01,2024-07-31,2024,7,2024-07,stable_recovery,Stable Recovery,normalized_growth,Market recovery becomes more stable with healthier demand patterns.,"Recovery stabilizing: improve yield, tighten standards, and grow more selectively.","Use stability to improve pricing architecture, team consistency, and guest lifetime value.",no,78.58,stable,commercial_growth,yield_optimization,36791.0,64.813,69.325,44.87,74.042,72.815,4,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,2.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,Market backdrop is more supportive; focus on disciplined growth and consistency.,yes,no,low,scaffold_generated
MSL_00200,MLT_OUTLET_002,Sliema,Malta,monthly,2024-08-01,2024-08-31,2024,8,2024-08,stable_recovery,Stable Recovery,normalized_growth,Market recovery becomes more stable with healthier demand patterns.,"Recovery stabilizing: improve yield, tighten standards, and grow more selectively.","Use stability to improve pricing architecture, team consistency, and guest lifetime value.",no,79.15,stable,commercial_growth,yield_optimization,37597.8,65.31700000000001,69.21000000000001,45.176,74.035,72.08,4,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,1.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,Market backdrop is more supportive; focus on disciplined growth and consistency.,yes,no,low,scaffold_generated
